,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0703,82.54545454545455,35.2542372881356,39.15492957746479,44.649122807017534,45.22727272727273,51.91304347826087,143.79562043795622,58.235294117647065,45.480769230769226,40.32,38.641975308641975,26.553672316384183,83.4090909090909,35.368421052631575,30.955414012738853,100.55944055944056,30.657894736842106,8.461538461538463
0710,25.04347826086957,26.42857142857143,31.07142857142857,29.56937799043062,27.272727272727273,35.278969957081536,25.816326530612244,25.33980582524272,41.441441441441434,68.78787878787878,25.882352941176467,36.74418604651163,47.5268817204301,20.314960629921263,30.421052631578952,103.43283582089552,29.5906432748538,24.714285714285715
0712,53.125,74.78787878787878,32.27513227513227,40.9009009009009,40.0,45.06787330316742,42.10526315789474,33.89473684210526,41.348314606741575,37.361111111111114,43.225806451612904,29.719626168224302,26.037735849056602,59.012345679012356,45.3804347826087,100.45801526717555,100.0,31.358024691358022
0713,51.463414634146346,22.256410256410255,32.413793103448285,22.557077625570773,31.552795031055897,27.887323943661972,30.157068062827225,21.5625,26.66666666666667,18.513513513513512,19.69230769230769,17.70700636942675,32.407407407407405,62.312925170068034,37.16417910447761,60.613496932515346,49.78723404255321,25.742574257425748
0714,29.51219512195122,22.366863905325445,22.26950354609929,25.74162679425837,43.311258278145694,16.73076923076923,38.723404255319146,21.348314606741575,21.26582278481013,33.97058823529412,27.6,20.51948051948052,23.28767123287671,23.88888888888889,19.923371647509576,304.8684210526316,23.859649122807017,19.894736842105264
0715,13.68421052631579,22.057142857142853,28.16,16.8,20.82191780821918,18.115183246073297,22.702702702702698,25.49707602339181,24.46043165467626,18.89763779527559,14.766355140186914,14.411764705882351,16.07843137254902,21.294964028776977,27.554179566563462,207.9738562091503,21.379310344827584,18.817733990147786
0716,19.51219512195122,22.903225806451612,18.33333333333333,16.38888888888889,19.87804878048781,19.056603773584907,36.48648648648648,13.529411764705882,17.926829268292686,17.61904761904762,21.1864406779661,16.71641791044776,23.58974358974359,20.784313725490197,20.4982206405694,197.00680272108843,41.02325581395349,33.76237623762376
0717,15.106382978723405,22.20994475138121,23.04347826086957,21.818181818181817,24.05063291139241,30.21505376344086,63.829787234042556,27.700534759358288,21.871345029239766,20.31746031746032,18.43478260869565,20.65573770491803,28.2089552238806,25.093167701863354,26.037735849056602,245.35211267605638,62.127659574468076,38.134715025906736
0718,18.105263157894736,36.2,35.0,19.42622950819672,36.626506024096386,29.3719806763285,38.25,22.82608695652174,19.195402298850574,133.96825396825398,40.37735849056604,17.8125,38.153846153846146,24.80519480519481,30.282131661442005,390.39473684210526,22.105263157894736,28.482142857142854
0719,26.363636363636363,16.32075471698113,22.66666666666667,20.09132420091324,16.75324675324675,18.522167487684733,40.32258064516129,15.384615384615385,32.3469387755102,25.67375886524823,34.205607476635514,19.393939393939394,43.56164383561644,20.0,25.098039215686274,208.944099378882,62.24489795918368,26.05769230769231
0720,15.443037974683545,19.78835978835979,21.690140845070424,21.09090909090909,21.5,35.981735159817354,24.63276836158192,25.22727272727273,28.313253012048197,28.285714285714285,15.0,22.62857142857143,42.638888888888886,30.0,26.24505928853755,49.15032679738562,29.039548022598872,22.222222222222218
